filename,google_asr_text,stt_confidence
GOV_AL_DAWSON_ALL_TRUE_LEADERSHIP_15,"True leadership begins at the feet of Jesus. And so the idea of serving people is finding out what's going to make it the best for their life. Not for me, but for them.",0.9784559607505798
GOV_AL_DAWSON_FAITH,"When I was in Middle School, Trucking Company after working for them, 28 consecutive years. Close the doors and I never saw him go a day without work. When things were tight he never gave up, you know, you can go days without food but you can't go one second without hope and just do this deep sense of a faith that God was going to phone through.",0.9589293003082275
GOV_AL_DAWSON_MY_PARENTS_15,God help me today to make a decision. That's going to because if I were you,0.9320278167724609
GOV_AL_HIGHTOWER_CORRUPTED_TAX_CODE,I've spent a career running a business not running for office. I'm tired of career politicians so I wrote it turn limits Bill been there 12 years but it's time to go home and on the real paycheck and that's just a start Alabama's tax code has been corrupted by special interests. Let's start over with a simple Affair. Flat tax while we're at it. Let's cut wasteful spending by Banning your remarks. It's time to level the playing field for everyone.,0.9390082955360413
GOV_AL_HIGHTOWER_RECYCLING,"Recycling. It's a good thing except when it comes to our politicians. So why do we keep having the same career politicians? The same insiders tell her, I'm a businessman, I'm a conservative Outsider, and it's time to break the cycle as your Governor. I'll fight for term limits to get Montgomery working for the people. Not the Insiders of our state starts with changing our politicians.",0.9477516412734985
GOV_AL_IVEY_3_HOURS,"Most Governors have three months to prepare, I had 3 hours. I said a prayer, put my hand on the Bible and took an oath to protect our constitution, strong conservative, we cleaned up that mess. We are creating jobs and I'm just getting started. Alabama, is working again for governor.",0.9428035616874695
GOV_AL_IVEY_A_GREAT_NEW_GOVERNOR,"President Trump calls. Kay Ivey a new governor under Ki the largest tax cut in a decade behind us job growth in 11 years, Alabama wages are highest in 10 years. President Trump says kiv is quote. Fantastic to state of Alabama. Alabama is working against for governor.",0.9481399059295654
GOV_AL_IVEY_ANYTHING_IS_POSSIBLE,"She got her picture behind the governor's desk, then sign it on the back. This is as close as I'll ever get. Resident cleaning up. The Alabama is a place where dreams come true and working together. It always will be for Alabama.",0.9264952540397644
GOV_AL_IVEY_BEAR,"After God, country and family there, two things out of the state of Alabama and my dog bear. I go to work everyday. Looking to grow jobs, improve education, and make Alabama better. Anyway, I can because just like they are like, family to me. The answer is yes, I'm kib and I'm proud to be your Governor Kay Ivey Alabama.",0.9389557838439941
GOV_AL_IVEY_CINDY,"My number one issue, when I left my boys were at school for the first time was, I was turning them over to someone else and that's the parents number. One concern is, what are we doing to make our schools safer? I think of your IB program is exactly what we made. It provides us with another added layer of safety. Another added layer of prevention to her concerns and preparing children for school, preparing students for the workforce. And while you're doing that, keeping them, safe as a mom and an educator, I'm proud to support a Obby.",0.9621347784996033
GOV_AL_IVEY_MONUMENTS,"Open Washington. They always know better political correct nonsense. I say one special interest wanted to tear down a historical monuments. I said no inside to protect them. We can't change or erase all history but here in Alabama, we know something Washington doesn't to get where we are going means, understanding what we've been Alabama is working again for governor.",0.9306047558784485
GOV_AL_IVEY_RECORD_FUNDING,As a former teacher. I know how vital education is to Alabama success. That's why we're focused on Workforce preparedness because we're creating record jobs. That means we have to teach students today to be ready for the jobs of tomorrow. What do you want to be when you grow up? I want,0.965985119342804
GOV_AL_IVEY_SEAFOOD,"You learn a lot growing up on a cattle farm and not just about cows. Don't give me a mountain oyster and tell me if Seafood I know corruption, when I see it and we are not having it. We've cleaned up the mess and we're throwing record jobs. 4,000 new jobs and toyota-mazda the lowest unemployment in Alabama, history, can you again and that?",0.9397163987159729
GOV_AL_IVEY_TOUGH_AS_NAILS,"And I'm sick of those DC politicians save to. That's what I like going around, because she is honest. Tough as Nails. Nothing DC about her. She should clean up that Bentley mess and protected our monuments. She's breaking records of jobs creation. President Trump said, kib is a great governor and knows how to get it bang for her but Straight shooter that Kay Ivey.",0.9345386028289795
GOV_AL_IVEY_WORKING_AGAIN,"This field outside of Huntsville doesn't look like much, but thanks to KI eb4000 alabamians, will soon have new jobs. Here is Alabama, jobs, focus is working billion dollars in new investment record. Job growth in Alabama, history, Alabama is my job Alabama is working again.",0.935206949710846
GOV_AL_MADDOX_DAY_ONE,"You deserve to debate instead, you got silence as Governor. I leave the hospital and create 30,000 new jobs. I will call a special session and I will pass the Alabama Education Lottery Allen. Sure, that the taxpayers never pay one more dime of Robert Bentley's legal bills. You deserve leadership, not silence your boat and our future.",0.928863525390625
GOV_AL_MADDOX_LOTTERY_NOW,"Billion-dollar jackpot and people are lining up. Just not in Alabama, only one candidate for governor because it's not just billions of dollars for winners. $2 to fund, Pre-K college scholarships and Workforce Development. On day one, I'll fight the past, the Alabama, Education Lottery won't Mattox only chance.",0.9211225509643555
GOV_AL_MADDOX_MEET_WALT_MADDOX,"Next, I'm 45 years old and I'm in Tuscaloosa through three terms as mayor through a devastating tornado, into a vibrant economic Renaissance. They turned our City National Pro. I'm pro-life pro-second Amendment and I'm a father of two as your Governor. I'll make you two promises. I will never put my party ahead of the people and I will never lie to you. For governor.",0.9478850960731506
GOV_AL_MADDOX_SHE_LIES,"Governor Ivey could have told you the truth when she was hospitalized in Colorado is said by misleading, the people of Alabama state trooper who refused to participate in the law, your Governor just before those of cover-up over the truth isn't about Governor Abby's Health, you just can't lie.",0.9271632432937622
GOV_AR_HENDERSON_LETS_DO_THIS,"I'm here in Henderson, I'm running for governor because I believe Arkansas can do so much better state to be a teacher in defeat childhood poverty by cutting teen pregnancy in half by 28.",0.934991180896759
GOV_AR_HENDERSON_WE_KNOW,"We know what Arkansas can do cash a present. The first woman in the global businesses are in classrooms hospitals. In garages we have the potential to do even more. I spent the last six years recruiting teachers to rural Arkansas schools, as Governor I want the best teachers for every job easier to start a small business and improve rule Healthcare. We can expect more for Arkansas.",0.9464817047119141
GOV_AR_HUTCHINSON_70000,"High Mesa in Arkansas. Working hard. Is it given whether it is on a farm in a factory or an office? We've helped create 70,000 new jobs and there's more opportunity of work than ever before. That's why I've gone from Berlin to Beijing, from New York to California telling anyone who would listen the benefits of locating here in Arkansas, because I know our workers can't compete with anyone in our way of life. Well, that's second to none.",0.9749326705932617
GOV_AR_HUTCHINSON_A_PLACE_TO_DO_BUSINESS_60,"Today the country the world looks to Arkansas as a place to do business family to enjoy life under ASA. Hutchinson a strong leadership 70,000. New jobs have been created income, taxes are lower and more tax cuts are on the way. He took the Bold step to add computer coding in every High School Wired Magazine recognized Arkansas as a national leader in computer science education, while receiving benefits. Sure, we have challenges every family, one reason ASA. Advocated getting First Responders, the tools, they need to save life, but today is moving Us in the right direction with Arkansas values and Arkansas common sense. And there is no reason to turn back ASAP. Hutchinson",0.9558331966400146
GOV_AR_HUTCHINSON_CULTURE_OF_LIFE,"I pledge to be a pro-life governor, and we've lived up to that promise today. Arkansas as a leader in promoting a culture of Life. We join just a few States in eliminating Medicaid funding for Planned Parenthood. And with the help of the legislature, we strengthen parental consent and added a 48-hour waiting. All the while making it easier for children and your interviews or neglect to find foster care, we're helping life in Arkansas, buy healthy, life itself,",0.9554873704910278
GOV_AR_HUTCHINSON_ELLA_BETH,"4 years ago, my granddaughter elobeth, gave me an idea to put computer coding in Arkansas schools. Today we're leading the nation with Cody and every high school and now are lower grades as well, cause of our investment Arkansas students, have the opportunity. They need to compete in tomorrow's the economy and they think it's pretty fun to write. LOL in our economy, will continue to benefit for years to come",0.957543134689331
GOV_AR_HUTCHINSON_FINISH_THE_JOB,"I was only Thirty-One when President Reagan in for today, is our country's youngest u.s. attorney who represented Arkansas and Congress, and then help keep us safe after 9:11. But after my family, nothing compares to serve as governor, we've accomplished a lot, but there's more to do my further income tax cuts, making, state governments, and building better roads, and bridges. And that's why I'm asking for your support. Let's finish the job.",0.9632958173751831
GOV_AR_HUTCHINSON_FOUR_YEARS_AGO,"The ground running and never look back. Some things haven't changed over the next four years. I want to cut income taxes, even more, make state government smaller and smarter increase teacher pay and improve internet access across the state. We've accomplished a lot, but there's still more to do. That's why I'm asking for your support. And once again, I promise to hit the ground running and never look back.",0.9676913022994995
GOV_AR_HUTCHINSON_KEPT_OUR_PROMISES,"4 years ago, we put in writing exactly what I wanted to do is cover. Well, we kept our promises and even more exploring income taxes by 150 million. A year fluctuating sixty thousand new jobs, reaching the lowest unemployment rate in Arkansas history. And today, for the national leader in offering computer coding, and every high school. But there's still more to do and we'll do it. Like, we always have the dark and saw values in Arkansas, USA.",0.9651800394058228
GOV_AR_HUTCHINSON_RIGHTS,"I am ASA. A lot of politicians talk about protecting the Second Amendment. I have a track record of getting results when was leading a task force on school. Safety for the NRA. We're signing Arkansas, enhanced concealed carry law. I stood up for your rights, whatever. The reason, whether it's hunting with your kids, or protecting your home as a second amendment says, the right of the people to keep and bear arms shall not be infringed. And as long as I'm Governor, they won't.",0.9581449627876282
GOV_AR_HUTCHINSON_THE_RIGHT_DIRECTION,"Issa is moving Us in the right direction with Arkansas values and Arkansas Common Sense under ASA, Hutchinson strong leadership. Seventy thousand new jobs have been created income. Taxes are little more and more tax cuts are on the way. A sub took the Bold step, dad. Computer coding in every High School, is a reformed Medicaid expansion, working with a trump Administration to work to work while receiving benefits ASA. Hutchinson governor",0.9410037994384766
GOV_AR_PROTECTPOCKETBOOKS_OPPOSE_WIND_CATCHER,Quietly and quickly that describes when catchers palatas emotions could lead to higher utility rates. Call the PSC. Tell them to court Governor Hutchinson's call for lower utility rates. When catcher for Arkansas.,0.9104308485984802
GOV_AZ_AZEA_ARIZONA'S_CHILDREN_DESERVE_MORE,"Crowded classrooms outdated textbooks, crumbling buildings, Arizona students deserve better, they deserve the same opportunities as any other child but the governor's plan won't give them what they need. It won't lower class sizes, or repair school, buildings. There's nothing in it for students and no guarantees. For educators struggle to make a living, tell Governor, Ducey our children deserve more than empty promises paid for by the Arizona Education Association.",0.9714450836181641
GOV_AZ_AZEA_THE_BEST_FOR_OUR_CHILDREN_SP,"Arizona, Education Association.",0.9360690116882324
GOV_AZ_DUCEY_EVEN_MORE,"Arizona's future in the last four years more than 300 companies that move to Arizona with out of 240000, new job. Has he created the board of directors of criminals and keep our family space to 20% by 2020? And the new teachers Academy is helping Keith grade teachers, in Arizona, for the next four years, if given the opportunity",0.9330095052719116
GOV_AZ_DUCEY_GETTING_RESULTS,"Four years ago, Arizona was 1 billion in the red school. Funding was flat after years of cuts today. The budget is balanced 240,000 new jobs, created 2.7 billion in new spending for schools plus a 20% teacher pay raise and with the Border Strike, Force our borders, more secure, it took it later, a businessman, not afraid to shake things up. There's more to do, but Doug Ducey is getting results. Doug Ducey securing Arizona's future.",0.9568222761154175
GOV_AZ_DUCEY_IN_THE_RED,"Four years ago, Arizona was 1 billion in the red school. Funding was flat after years of cuts today. The budget is balanced 240,000 new jobs, created 2.7 billion in new spending for schools plus a 20% teacher pay raise. And with the Border Strike, Force our borders, more secure, it took an outsider, a businessman, not afraid to shake things up. There's more to do, but Doug Ducey is getting results. Doug Ducey secure and Arizona's future.",0.9486788511276245
GOV_AZ_DUCEY_OPPORTUNITY,"Like many of us. Doug Ducey came to Arizona looking for opportunity. He married his college sweetheart and turned in Arizona, Small Business, is what national success. As Governor as business experience, has come back through tough Economic Times. Today, Arizona is stronger and more secure Doug's agenda. Expand opportunity for all arizonans. Keep our borders secure and prioritize teacher, pay raises a record of results and a plan for Arizona's. Future Doug Ducey,",0.960403561592102
GOV_AZ_DUCEY_OPPORTUNITY_SP,Doug Ducey Arizona.,0.9352907538414001
GOV_AZ_DUCEY_PLAN,"David Garcia was supposed to be the education candidate. Just one problem. Garcia has no education funding plan Garcia supports higher taxes but has no funding plan for Arizona school, black coat. If you're trying to run into education and governor might I pay raises for teachers, expand the new teachers Academy. So we keep good teachers in Arizona and put more money in the classroom, not bureaucracy, Doug, Ducey the right plan for Arizona schools,",0.9363271594047546
GOV_AZ_DUCEY_PLAN_SP,Doug Ducey Arizona.,0.9271981120109558
GOV_AZ_DUCEY&AZRP_AT_RISK,"Thousand new jobs wages are up David Garcia, would put that at risk Garcia supports higher taxes, on everyone and says families. Absolutely need to pay more Garcia supports making Arizona, the 5th highest income tax state in the country, that will drive jobs away. Just make our borders are secure David Garcia, risky ideas wrong for him.",0.9322562217712402
GOV_AZ_DUCEY&AZRP_BIG_DIFFERENCES,"a secure border, Arizona has three hundred miles of fences and walls on the border that David Garcia says play The National Guard to stop drugs and human trafficking Garcia and Garcia big differences on securing Arizona.",0.8759526610374451
GOV_AZ_DUCEY&AZRP_OPPORTUNITY,"Like many of us. Doug Ducey came to Arizona looking for opportunity. He married his like sweetheart and turned in Arizona, Small Business into a national success. As Governor as business experience, helped us to come back through tough Economic Times. Today, Arizona is stronger and more secure Doug's agenda. Expand opportunity for all arizonans. Keep our border secure and prioritize teacher, pay raises a record of results, and a plan for Arizona's. Future Doug Ducey,",0.9571584463119507
GOV_AZ_DUCEY&AZRP_SECURE,"To keep Arizona secure, Doug Ducey deploy, the National Guard to the border and created the Border Strike Force. David Garcia would withdraw our troops and tanks fund. The Border Strike Force politicians like David Garcia. Just haven't been out here to see the situation to know what we're up against is unrealistic. To just have open borders. It's unrealistic to do away with ice. If you care about the future of Arizona and securing our Southern border, you need to vote for Doug Ducey for governor.",0.950141966342926
GOV_AZ_FARLEY_OFFICE,"Such an excitement, check it out. Look at all these corporate tax loopholes. We could close the cost of healthcare parties together to expand Health Care before. This is the plan to do it again. His plan to increase in Texas, we can do this. Yes, we can be fairly for governor boring cousin ever. Been so excited.",0.9505797624588013
GOV_AZ_GARCIA_CHANGE,"Murphy's Millions attacking me for a simple reason are falling apart and he put special interest before families, defend America as a teacher. I've committed my life to children's education and as Governor I will invest in our schools, defend Arizona's, borders, and put you first, I'm Garcia. So when you remember his record and vote for your future,",0.9486343264579773
GOV_AZ_GARCIA_HUMBLE_AND_UNITED_SP,Banana at Exeter University.,0.8074156641960144
GOV_AZ_GARCIA_JUST_IMAGINE,"Driving across Arizona. It's clear. Our schools are in crisis. I'm David Garcia. I was born and raised in Arizona flights to improving public education with a mission. Invest, in our schools, Stamp Out corruption, in state, government and build an economy.",0.941970705986023
GOV_AZ_GARCIA_JUST_IMAGINE_ENDORSEMENTS,"Driving across Arizona, it's on David Garcia. I was born and raised in Arizona, construction worker. I'm a teacher to improving public education with a mission. Invest, in our schools, Stamp Out corruption, and state, government and build an economy that work. Garcia.",0.9313232898712158
GOV_AZ_GARCIA&AZDP_CRISIS,"Our schools are in crisis in our country. Is not even Garcia is supported by teacher, because he is a teacher, and I'm voting for David Garcia for Arizona governor",0.8757791519165039
GOV_AZ_RGAAZPAC_FAMILIES_AT_RISK,"7000 lb of heroin seized young girls rescued from sex trafficking 4,800 arrested in gang-related. Activity, everyday ice law, enforcement officers are protecting Arizona family. But now David Garcia and other radicals are demanding, we abolish ice Abolishing ice could be more drugs smuggled across our border and more gang members in our neighborhood. David Garcia is reckless policy to put Arizona families at risk.",0.93970787525177
GOV_AZ_RGAAZPAC_FAMILIES_AT_RISK_FRYER,"10000 lb of heroin seized young girls rescued from sex trafficking 4800, arrested in gang-related activity, everyday ice law, enforcement officers are protecting Arizona family but now Kelly are demanding. We could mean by sex traffickers.",0.9150769710540771
GOV_AZ_RGAAZPAC_INVESTMENTS,"Arizona's public schools and teachers are receiving more funding because of Doug Ducey is leadership, is making significant investments in public schools without raising taxes. More money for teacher, pay student and teachers are receiving a 20% raise taxpayers are winning significant investment in public schools without raising taxes.",0.9305607676506042
GOV_AZ_RGAAZPAC_LIBERAL_ON_IMMIGRATION,"Garcia opposes tougher. Border security. David Garcia, even want to give in-state tuition benefits to illegal immigrants? That's not right.",0.9476133584976196
GOV_AZ_RGAAZPAC_OLD_THINKING,Arizona family has been to illegal immigrants. That comes with a big price tag Garcia's Promises of free healthcare and more in taxes. There's nothing new about David Garcia sinking behind. The state government is a big tax hike.,0.8828460574150085
GOV_AZ_RGAAZPAC_SAFE,"Immigration laws which would allow more and more drugs into our neighborhoods. David Garcia wolf, protect our borders. As a mom, I cannot support David Garcia. I don't trust him to keep us safe.",0.9777847528457642
GOV_AZ_RGAAZPAC_SECURE_THE_BORDER,"And enforce the law disagrees, Garcia wants to abolish the law enforcement criminal illegal alien and protecting our borders. No wall, no wall in Southern Arizona, to Liberal Garcia wants to give illegal immigrants. In-state tuition at Arizona, University's abolish ice, no border wall taxpayer-funded benefits for illegal immigrants.",0.9211023449897766
GOV_AZ_RGAAZPAC_STRENGTHENING_OUR_SCHOOLS,"Proposing a pay increase for teachers in our state, over the next three years that will total 20%, something our Public Schools without raising taxes. Most important priorities, Arizona, teachers and Arizona classes.",0.9707037210464478
GOV_AZ_RGAAZPAC_STRENGTHENING_OUR_SCHOOLS_REV,"Governor Doug Ducey is fighting to increase, pay for teachers and other states by 20% without raising taxes. And Arizona's classes.",0.8881245851516724
GOV_AZ_RGAAZPAC_TAX_AND_SPEND_LIBERAL,David Garcia is a tax-and-spend liberal. He was Garcia admitting in his own words. He is our taxes. Funded benefits illegal immigrants has to pay for it. David Garcia. If he's too extreme and too liberal to be governor.,0.9061976075172424
GOV_CO_FFPAC_TALK,"They all talked about education but only for extra help Johnston's. The only one who's done the real work to raise teacher pay for an education, Governor, Mike Johnston for governor.",0.8974811434745789
GOV_AZ_RGAAZPAC_WEAKER_BORDERS,"imagine if Arizona had a governor who supported weaker borders, more crime, more drugs, more sex trafficking that nightmare could be our reality in Southern Arizona, on Southern Arizona,",0.8913650512695312
GOV_CA_CACPOAIEC_DANGEROUS_WORLD,"They were in a dangerous world where violence is. So we need Partners who have our backs nine correctional officer as a result that inside California prisons everyday, is everything to us. That's why we're supporting. Gavin Newsom for governor, Gavin, Newsom with our safety and yours, the people who keep us safe, trust Gavin, Newsom governor,",0.9375385046005249
GOV_CA_CACPOAIEC_KEEP_US_SAFE,"California, prison laws. Find correctional officers are assaulted inside California prison every day we drove and yours.",0.9223291277885437
GOV_CA_CACPOAIEC_TRUST,"They walk the tears behind California. Prison walls to keep us safe. Protect our homes and families and risk their lives protecting hours. Help our children, learn to prepare them for the future. We support Gavin Newsom for governor, because he respects the important work. We do here, so stands with those of us who we stand with him and yours teachers, firefighters and cops trust Gavin Newsom.",0.9255406260490417
"GOV_CA_CACSAA_200,000_JOBS_15","Only one candidate for governor brought business and labor together, to expand Career Training and apprenticeships invested in transportation and helped create over 200,000 living-wage jobs. Antonio villaraigosa for governor.",0.9638010859489441
GOV_CA_CACSAA_CLEAN_RENEWABLE_ENERGY_15,Before it was popular only one candidate for governor lead California's fight for clean renewable energy to clean the pollution at the port of LA and created a good paying job.,0.9186522960662842
GOV_CA_CACSAA_GET_AHEAD,"California forward. We need to help more Californians. Get ahead. That's why I'm Tony over a year ago, so I brought both parties together to balance the state budget with record in public schools and new career training programs as mayor of La, he brought police and residents together to get illegal guns off the streets and keep kids out of gangs, and that's Antonio villaraigosa for all of California.",0.9405118823051453
GOV_CA_CACSAA_GET_AHEAD_REV,California forward. We need to help more Californians. Get ahead. That's why I'm Tony over rugosa brought both parties together to balance the state budget with record investment in public schools in new career training programs. As mayor of La together to take illegal guns off the streets. 50% that's Antonio villaraigosa a governor for all of California.,0.9289907813072205
GOV_CA_CACSAA_GUYS_LIKE_GAVIN,"We all know guys like Gavin boasting over selling his achievements, making false claims as lieutenant governor. He skipped many of the same guy who was mayor and jetted off to Hawaii Gavin's not as governor.",0.9518972039222717
GOV_CA_CACSAA_HEALTHY_FAMILIES_15,"California, assault weapons ban nation and more Antonio for governor.",0.8551977276802063
GOV_CA_CACSAA_IGNORED_OUR_COMMUNITY_SP,"Antonio villaraigosa another peritura, California Antonio villaraigosa.",0.8536102175712585
GOV_CA_CACSAA_LAW_ENFORCEMENT,"California, law enforcement knows, we need to stop liberal Gavin Newsom from becoming Governor. They also know Chicago lawyer. John Cox has 13 losing campaign under his belt and Cox Support bad ideas. Like a 23% sales tax, California, police officers and police Chiefs. He worked with law enforcement and cut violent crime in half Antonio for governor.",0.9501423239707947
GOV_CA_CACSAA_LED_THE_FIGHT_15,When students in failing schools only one candidate for governor led the fight to turn them around as mayor of La Antonio villaraigosa invested in classrooms and security graduation rates for governor.,0.9469412565231323
GOV_CA_CACSAA_ONLY_ONE_15,"Only one candidate for governor, brought both parties together to balance the state budget, while making record investments in local classroom and creating new career training programs and Tob Ragusa.",0.9425337910652161
GOV_CA_CACSAA_PRESIDENT_OBAMA_15,You know what the heart of what they'll go says doing today. He's fighting to make this country more equal and more just get things done for governor.,0.9158007502555847
GOV_CA_CACSAA_SF_BAY_OIL_SPILL,"when the oil fill in decades, hit San Francisco, First Responders went to work and mayor Gavin Newsom, Hawaii state capital one day a week as governor",0.8944833278656006
