ad_id,issue_field,issue_class
CR04449138961020878849,advertiser_name,ISSUE18
CR04449223348538310657,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR04449298665084813313,aws_ocr_video_text|google_asr_text,"ISSUE16,ISSUE54|ISSUE16,ISSUE209,ISSUE53"
CR04449321754828996609,aws_ocr_img_text,ISSUE16
CR04449840449439399937,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE62|ISSUE30,ISSUE209,ISSUE54,ISSUE62,ISSUE53"
CR04450210984857960449,ad_text,ISSUE12
CR04451532872712454145,google_asr_text,ISSUE54
CR04452158219950751745,advertiser_name,ISSUE16
CR04452450690043740161,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE16
CR04453607376276160513,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE212,ISSUE209,ISSUE95,ISSUE53|ISSUE10,ISSUE212,ISSUE18,ISSUE83,ISSUE53"
CR04453816283485437953,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04454275054712127489,ad_title|ad_text,"ISSUE215,ISSUE12,ISSUE60|ISSUE215,ISSUE12"
CR04454530141409771521,advertiser_name,ISSUE18
CR04455331410508513281,aws_ocr_video_text|google_asr_text,"ISSUE45|ISSUE40,ISSUE45"
CR04456220090781663233,advertiser_name,ISSUE18
CR04456360553392111617,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE32|ISSUE215"
CR04456387216549085185,aws_ocr_img_text,ISSUE212
CR04456927901392044033,google_asr_text|aws_ocr_video_text,"ISSUE91,ISSUE90|ISSUE91,ISSUE90"
CR04457177215653642241,google_asr_text|aws_ocr_video_text,"ISSUE12,ISSUE62,ISSUE53|ISSUE12,ISSUE62"
CR04457415259921055745,advertiser_name,ISSUE16
CR04457574414229176321,advertiser_name,ISSUE16
CR04458213505362821121,ad_text,ISSUE215
CR04458924614508085249,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE83
CR04459185473641775105,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200,ISSUE45"
CR04459504332013830145,aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE83|ISSUE18,ISSUE83"
CR04460043092711440385,ad_text,ISSUE215
CR04461051344874110977,advertiser_name|aws_ocr_img_text,"ISSUE18|ISSUE10,ISSUE12"
CR04461790216687976449,ad_text,"ISSUE10,ISSUE83"
CR04461998849019346945,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE16|ISSUE215,ISSUE12,ISSUE83,ISSUE95|ISSUE215,ISSUE40,ISSUE12,ISSUE83,ISSUE95"
CR04462293518135590913,google_asr_text|aws_ocr_video_text,ISSUE215|ISSUE215
CR04462396047594881025,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR04463435704558419969,ad_text,ISSUE215
CR04463621728181944321,advertiser_name|google_asr_text,"ISSUE62|ISSUE215,ISSUE10,ISSUE18,ISSUE83"
CR04463950757036556289,ad_text,"ISSUE12,ISSUE18"
CR04464341083664416769,advertiser_name|ad_text,ISSUE215|ISSUE212
CR04464946914571321345,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE12|ISSUE215,ISSUE10"
CR04465515362082881537,aws_ocr_video_text|google_asr_text,"ISSUE10|ISSUE10,ISSUE91"
CR04465551645966598145,ad_title|ad_text,"ISSUE209,ISSUE53|ISSUE16,ISSUE209,ISSUE53"
CR04466908443315273729,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE45|ISSUE40,ISSUE45"
CR04468565132460425217,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR04469431822501019649,google_asr_text|aws_ocr_video_text,ISSUE62|ISSUE62
CR04469452713221947393,advertiser_name,ISSUE18
CR04470181689431162881,ad_text|advertiser_name,"ISSUE209,ISSUE53|ISSUE209,ISSUE53"
CR04470778174489231361,advertiser_name,ISSUE16
CR04471895828058865665,aws_ocr_video_text|google_asr_text,"ISSUE83|ISSUE16,ISSUE83"
CR04472280657128587265,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04472908478268047361,aws_ocr_img_text|advertiser_name,"ISSUE215,ISSUE83|ISSUE18"
CR04472987643105247233,ad_text,ISSUE30
CR04473376595343572993,ad_text,ISSUE16
CR04473733111988879361,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212,ISSUE95|ISSUE40,ISSUE212,ISSUE95"
CR04474241086360911873,aws_ocr_video_text,ISSUE53
CR04474456590639955969,google_asr_text,"ISSUE12,ISSUE16"
CR04474748785855037441,aws_ocr_img_text,"ISSUE62,ISSUE53"
CR04475620973453770753,ad_text,ISSUE18
CR04475636366616559617,google_asr_text,ISSUE90
CR04475891453314203649,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE83|ISSUE30"
CR04476000854721167361,ad_text,ISSUE212
CR04477172384360562689,ad_text,ISSUE30
CR04478237811127877633,aws_ocr_video_text|google_asr_text,ISSUE32|ISSUE32
CR04478324672546471937,google_asr_text|advertiser_name,ISSUE22|ISSUE32
CR04478451116383666177,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR04479107524825448449,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE53,ISSUE58"
CR04479434629534711809,advertiser_name,ISSUE16
CR04479476960732381185,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR04479938480738140161,advertiser_name,ISSUE212
CR04480153710139277313,ad_text|ad_title,ISSUE215|ISSUE215
CR04480916221453139969,google_asr_text|aws_ocr_video_text,"ISSUE10|ISSUE215,ISSUE10"
CR04481070153081028609,ad_text,"ISSUE215,ISSUE62"
CR04481354926592622593,advertiser_name,ISSUE45
CR04482016282836729857,advertiser_name|ad_title|ad_text,ISSUE10|ISSUE10|ISSUE10
CR04483121841778458625,aws_ocr_img_text,"ISSUE16,ISSUE83"
CR04483304360708669441,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR04483324976551690241,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE18,ISSUE62|ISSUE30,ISSUE12|ISSUE30,ISSUE53,ISSUE32"
CR04483978361336496129,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE58"
CR04484060824708579329,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR04484191666592284673,google_asr_text,"ISSUE40,ISSUE45"
CR04484431360127139841,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE62,ISSUE60|ISSUE30,ISSUE62,ISSUE60"
CR04485147142196822017,advertiser_name,ISSUE212
CR04485592444406071297,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE16|ISSUE30,ISSUE16"
CR04485801076737441793,google_asr_text,"ISSUE16,ISSUE32"
CR04485860725243248641,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE200"
CR04485927795452542977,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE60|ISSUE60"
CR04486569910243164161,google_asr_text,ISSUE212
CR04486721642847797249,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE83|ISSUE215,ISSUE10,ISSUE212,ISSUE95"
CR04486789262812905473,advertiser_name,ISSUE10
CR04487813389174702081,ad_title|ad_text,ISSUE55|ISSUE55
CR04487895921266262017,ad_text|advertiser_name,ISSUE90|ISSUE90
CR04488262402235695105,ad_text,ISSUE40
CR04488351943713882113,aws_ocr_img_text|advertiser_name,"ISSUE215,ISSUE12|ISSUE16"
CR04488635892591755265,advertiser_name,ISSUE18
CR04488940457312649217,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE18,ISSUE22|ISSUE215,ISSUE10,ISSUE12,ISSUE18,ISSUE32"
CR04489064908285018113,ad_title|advertiser_name,"ISSUE90|ISSUE18,ISSUE83"
CR04489629095189020673,advertiser_name,ISSUE212
CR04490282411254349825,advertiser_name,ISSUE16
CR04490546568922923009,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE32|ISSUE40,ISSUE212|ISSUE212"
CR04491347013387943937,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04491723870998364161,ad_text,ISSUE90
CR04492859460351426561,google_asr_text,ISSUE62
CR04493010849358675969,ad_title|ad_text,ISSUE91|ISSUE91
CR04493329157974917121,google_asr_text|aws_ocr_video_text,"ISSUE18,ISSUE60|ISSUE18"
CR04493703541684174849,advertiser_name,ISSUE18
CR04493888259637641217,aws_ocr_video_text|google_asr_text,"ISSUE212|ISSUE40,ISSUE212"
CR04493893757195780097,advertiser_name|ad_text,ISSUE18|ISSUE83
CR04494001509335302145,ad_text,ISSUE212
CR04494038617852739585,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE10
CR04494462204707340289,ad_title|ad_text,"ISSUE16|ISSUE10,ISSUE16,ISSUE18"
CR04495450665660710913,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR04495687885294403585,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10,ISSUE83"
CR04495707951381610497,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR04495734339660677121,advertiser_name|aws_ocr_img_text,"ISSUE18|ISSUE10,ISSUE12"
CR04496606252381503489,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR04496972389753552897,aws_ocr_video_text|google_asr_text,"ISSUE62,ISSUE60|ISSUE209,ISSUE62,ISSUE53,ISSUE60"
CR04497332754689556481,ad_text,"ISSUE10,ISSUE62"
CR04497617803079057409,aws_ocr_img_text,ISSUE215
CR04497812141759266817,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10,ISSUE12,ISSUE83|ISSUE215,ISSUE10,ISSUE12,ISSUE83"
CR04498070801869701121,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE91
CR04498207965945266177,advertiser_name|aws_ocr_video_text|google_asr_text,"ISSUE22|ISSUE10,ISSUE40,ISSUE16,ISSUE45|ISSUE215,ISSUE10,ISSUE40,ISSUE16,ISSUE54,ISSUE45"
CR04498301699311534081,google_asr_text,"ISSUE10,ISSUE91"
CR04498462228009189377,advertiser_name,ISSUE212
CR04498517203590578177,aws_ocr_img_text,"ISSUE12,ISSUE90"
CR04498901482904485889,aws_ocr_video_text|google_asr_text,"ISSUE215|ISSUE215,ISSUE12"
CR04498998239927730177,google_asr_text,ISSUE200
CR04499450414084653057,google_asr_text,ISSUE18
CR04499712372729970689,advertiser_name,ISSUE62
CR04499977355032264705,aws_ocr_video_text|advertiser_name,ISSUE12|ISSUE18
CR04500018036962492417,aws_ocr_img_text|advertiser_name,ISSUE90|ISSUE16
CR04500528760113594369,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30|ISSUE30,ISSUE58|ISSUE10"
CR04501085662753062913,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE40|ISSUE10,ISSUE40"
CR04501086212508876801,google_asr_text,"ISSUE10,ISSUE12,ISSUE16,ISSUE91"
CR04501867965276225537,aws_ocr_video_text,ISSUE62
CR04502447957659877377,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE53|ISSUE215,ISSUE10,ISSUE16|ISSUE215,ISSUE10,ISSUE83"
CR04502475789047955457,ad_text,"ISSUE215,ISSUE40,ISSUE83,ISSUE95"
CR04502733830683099137,advertiser_name,ISSUE18
CR04502847905014480897,aws_ocr_img_text|ad_text,ISSUE30|ISSUE30
CR04503238506520248321,advertiser_name,ISSUE18
CR04503573307810906113,aws_ocr_img_text,ISSUE32
CR04504406187868946433,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE40,ISSUE200,ISSUE58"
CR04504696458938679297,advertiser_name,ISSUE18
CR04505094482147934209,ad_title|ad_text,"ISSUE40|ISSUE18,ISSUE32"
CR04506815217845403649,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE12|ISSUE212"
CR04507053811868631041,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE18,ISSUE22|ISSUE10,ISSUE18"
CR04507369096827895809,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE212|ISSUE10,ISSUE91"
CR04507452178675269633,advertiser_name,ISSUE18
CR04508014235275493377,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE209,ISSUE18,ISSUE53|ISSUE209,ISSUE95,ISSUE53"
CR04508099172548739073,advertiser_name,"ISSUE215,ISSUE16"
CR04508187133478961153,google_asr_text|aws_ocr_video_text,"ISSUE95|ISSUE10,ISSUE18"
CR04508392192397541377,advertiser_name,ISSUE16
CR04508417206287073281,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04508429850670792705,ad_text|ad_title,ISSUE212|ISSUE212
CR04508674492007972865,aws_ocr_video_text,ISSUE30
CR04508848214845161473,ad_title,ISSUE30
CR04509050524984672257,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30|ISSUE30,ISSUE40,ISSUE200|ISSUE212"
CR04509203082223026177,advertiser_name,ISSUE65
CR04509944977693868033,aws_ocr_img_text|ad_text,ISSUE22|ISSUE83
CR04509946626961309697,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE16|ISSUE95|ISSUE10,ISSUE16"
CR04510206111705464833,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE83,ISSUE62,ISSUE60,ISSUE32|ISSUE10,ISSUE16,ISSUE53"
CR04510210509751975937,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE30,ISSUE95|ISSUE95"
CR04510405123310092289,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR04510567851031003137,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE40,ISSUE212,ISSUE83|ISSUE40,ISSUE212"
CR04510834757478645761,aws_ocr_video_text,ISSUE62
CR04510908149879799809,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE215|ISSUE215|ISSUE18
CR04511495838844846081,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE45"
CR04511956259338977281,google_asr_text|aws_ocr_video_text,ISSUE30|ISSUE30
CR04512196777507553281,aws_ocr_img_text|ad_text,ISSUE18|ISSUE212
CR04512228113588944897,aws_ocr_video_text,"ISSUE215,ISSUE30,ISSUE83,ISSUE95"
CR04513626486221045761,advertiser_name|ad_text,ISSUE18|ISSUE12
CR04514137209372147713,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR04514670128914235393,aws_ocr_video_text,"ISSUE62,ISSUE56"
CR04514766130023235585,ad_title,ISSUE45
CR04514769084960735233,ad_text|ad_title,"ISSUE215,ISSUE10,ISSUE83|ISSUE32"
CR04514924940733972481,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16|ISSUE215,ISSUE16"
CR04515158312076967937,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE45|ISSUE40,ISSUE212,ISSUE45"
CR04515210332720857089,advertiser_name,ISSUE18
CR04515437038274609153,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE16,ISSUE83|ISSUE22|ISSUE16,ISSUE83,ISSUE90"
CR04515902681448972289,google_asr_text,ISSUE83
CR04515918899245481985,advertiser_name,"ISSUE83,ISSUE22"
CR04516099219152437249,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE83|ISSUE215,ISSUE10"
CR04516561014036103169,aws_ocr_video_text|google_asr_text,"ISSUE55,ISSUE56|ISSUE55,ISSUE56,ISSUE53"
CR04517161622262775809,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10,ISSUE83|ISSUE215,ISSUE10,ISSUE83"
CR04517662999565041665,aws_ocr_img_text|advertiser_name,"ISSUE215,ISSUE83|ISSUE18"
CR04517915612361523201,aws_ocr_img_text,ISSUE91
CR04518051127169646593,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04518060747896389633,ad_text,ISSUE30
CR04518188291245211649,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE40,ISSUE45|ISSUE40,ISSUE212,ISSUE45|ISSUE18"
CR04518212755378929665,google_asr_text|aws_ocr_video_text,"ISSUE10,ISSUE90|ISSUE10"
CR04520942842750697473,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE40,ISSUE200,ISSUE95|ISSUE30"
CR04521007439058829313,advertiser_name|google_asr_text,"ISSUE22|ISSUE30,ISSUE58"
CR04521062689518125057,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE53"
CR04521448618099474433,google_asr_text,"ISSUE40,ISSUE91"
CR04521849939843612673,advertiser_name,ISSUE18
CR04521911512494768129,aws_ocr_video_text|google_asr_text,"ISSUE12|ISSUE12,ISSUE65"
CR04521998373913362433,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE10,ISSUE16|ISSUE22|ISSUE10"
CR04522047508339228673,advertiser_name,ISSUE90
CR04522196079847931905,ad_text,ISSUE90
CR04522216077215662081,google_asr_text|aws_ocr_video_text,"ISSUE40,ISSUE212|ISSUE212"
CR04522268578895888385,ad_text,ISSUE12
CR04522413989308661761,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR04522425328022323201,ad_title|ad_text,ISSUE212|ISSUE95
CR04522488549940920321,ad_text,ISSUE90
CR04523326583959715841,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE55,ISSUE56|ISSUE215,ISSUE30,ISSUE209,ISSUE54,ISSUE55,ISSUE56,ISSUE53,ISSUE58"
CR04523889533913137153,google_asr_text|aws_ocr_video_text,ISSUE53|ISSUE53
CR04524288381756112897,google_asr_text|aws_ocr_video_text|advertiser_name,"ISSUE10,ISSUE16,ISSUE18|ISSUE16|ISSUE16"
CR04524919776308363265,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE32|ISSUE40,ISSUE212,ISSUE32"
CR04525225165662978049,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE212,ISSUE12|ISSUE215,ISSUE40,ISSUE212,ISSUE83"
CR04525451665058299905,advertiser_name,ISSUE16
CR04525515161854803969,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE10
CR04525596319556829185,ad_text,ISSUE32
CR04526013790378000385,advertiser_name|google_asr_text|aws_ocr_video_text,"ISSUE53|ISSUE40,ISSUE212,ISSUE12|ISSUE40,ISSUE212"
CR04526301862424477697,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200|ISSUE30,ISSUE200"
CR04526302961936105473,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200|ISSUE30"
CR04526375529703538689,aws_ocr_img_text,"ISSUE12,ISSUE90"
CR04526568493994213377,ad_text|advertiser_name|aws_ocr_img_text,"ISSUE10,ISSUE83|ISSUE30|ISSUE215,ISSUE10,ISSUE16,ISSUE83"
CR04526645459808157697,advertiser_name,ISSUE18
CR04526718302453497857,ad_text|ad_title,"ISSUE32|ISSUE18,ISSUE32"
CR04527081416168570881,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR04527173500267397121,advertiser_name|google_asr_text,"ISSUE65|ISSUE209,ISSUE53"
CR04527304067273195521,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE215|ISSUE215|ISSUE18
CR04527472567430152193,advertiser_name|aws_ocr_img_text,ISSUE16|ISSUE12
CR04528340356982374401,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04528870527745392641,ad_text,"ISSUE90,ISSUE32"
CR04528895610354401281,aws_ocr_img_text,ISSUE30
CR04529679562145005569,ad_text,ISSUE215
CR04530177366034481153,aws_ocr_img_text,ISSUE215
CR04530672421144887297,google_asr_text,ISSUE215
CR04530858754006056961,advertiser_name,ISSUE16
CR04530933005400670209,aws_ocr_video_text|google_asr_text,ISSUE10|ISSUE10
CR04531364013958758401,aws_ocr_img_text,ISSUE90
CR04531448401476190209,ad_title,ISSUE18
CR04531965446819151873,google_asr_text|aws_ocr_video_text,"ISSUE30,ISSUE200,ISSUE58|ISSUE30,ISSUE200,ISSUE58"
CR04532340380284223489,google_asr_text|aws_ocr_video_text,"ISSUE10|ISSUE10,ISSUE53"
CR04532578699429543937,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212,ISSUE95|ISSUE40,ISSUE212,ISSUE95"
CR04532605087708610561,ad_text,ISSUE10
CR04532958855574847489,ad_text|advertiser_name,"ISSUE91,ISSUE32|ISSUE30,ISSUE90"
CR04534196355911909377,aws_ocr_video_text|google_asr_text,"ISSUE10,ISSUE16|ISSUE10,ISSUE16"
CR04534247758080507905,ad_text,ISSUE10
CR04534682340051386369,aws_ocr_video_text|advertiser_name|google_asr_text,"ISSUE215,ISSUE10|ISSUE18|ISSUE215,ISSUE10"
CR04535105652028080129,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE83|ISSUE215,ISSUE12,ISSUE22"
CR04536082568109359105,aws_ocr_video_text,ISSUE95
CR04536190870004695041,google_asr_text|advertiser_name|aws_ocr_video_text,ISSUE30|ISSUE30|ISSUE30
CR04536226054376783873,advertiser_name|aws_ocr_img_text,"ISSUE212,ISSUE18|ISSUE18"
CR04537193624609226753,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE12|ISSUE215"
CR04537420124004548609,ad_text,ISSUE12
CR04537621334632431617,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE40,ISSUE212"
CR04537965481771925505,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE30,ISSUE212|ISSUE18,ISSUE32|ISSUE30,ISSUE212,ISSUE200"
CR04539068291934584833,advertiser_name,"ISSUE16,ISSUE18"
CR04539387150306639873,google_asr_text,ISSUE90
CR04539466040265932801,google_asr_text|aws_ocr_video_text,"ISSUE212,ISSUE209,ISSUE53|ISSUE53"
CR04539487755620581377,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE12
CR04539644436027539457,advertiser_name,ISSUE18
CR04540254664980955137,aws_ocr_video_text|google_asr_text,"ISSUE40|ISSUE40,ISSUE212"
CR04540657910870441985,ad_text|ad_title,ISSUE30|ISSUE30
CR04540756866916941825,ad_text,ISSUE10
CR04541423170963374081,ad_text,ISSUE32
CR04541612561841258497,google_asr_text|ad_title|aws_ocr_video_text,"ISSUE212,ISSUE12,ISSUE18|ISSUE215,ISSUE12|ISSUE40,ISSUE212"
CR04542113664265617409,aws_ocr_video_text,"ISSUE215,ISSUE18"
CR04542451489213251585,aws_ocr_video_text,"ISSUE215,ISSUE10"
CR04542469906033016833,ad_title|advertiser_name,ISSUE53|ISSUE53
CR04543012240143417345,ad_text|advertiser_name,"ISSUE30,ISSUE58|ISSUE18"
CR04543900645538660353,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR04544303891428147201,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10"
CR04545071625422241793,advertiser_name,ISSUE18
CR04545778611398901761,google_asr_text,ISSUE32
CR04546294282352328705,advertiser_name|ad_text,"ISSUE212,ISSUE16|ISSUE12,ISSUE18"
CR04546361902317436929,advertiser_name,ISSUE18
CR04546485597375561729,aws_ocr_video_text|google_asr_text,"ISSUE212,ISSUE12,ISSUE16|ISSUE212,ISSUE12,ISSUE16"
CR04546529577840672769,advertiser_name,ISSUE16
CR04548252512561397761,advertiser_name,ISSUE16
CR04549544163846127617,aws_ocr_video_text,ISSUE12
CR04549577973828681729,advertiser_name,ISSUE16
CR04549692872793784321,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE212|ISSUE212"
CR04549836908817022977,aws_ocr_img_text,"ISSUE215,ISSUE10,ISSUE12"
CR04551184910072676353,google_asr_text,ISSUE18
CR04551239610776158209,google_asr_text|aws_ocr_video_text,"ISSUE55,ISSUE56|ISSUE55,ISSUE56"
CR04551527957700542465,google_asr_text|aws_ocr_video_text,"ISSUE215,ISSUE12,ISSUE83|ISSUE215,ISSUE12,ISSUE83"
CR04551663197630758913,aws_ocr_video_text|google_asr_text,"ISSUE54,ISSUE55|ISSUE209,ISSUE54,ISSUE55,ISSUE53"
CR04552062045473734657,google_asr_text|aws_ocr_video_text,"ISSUE18,ISSUE83|ISSUE83"
CR04552204157351624705,google_asr_text|aws_ocr_video_text|advertiser_name,ISSUE30|ISSUE30|ISSUE18
CR04552751714142257153,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE10|ISSUE215,ISSUE10"
CR04553589542002622465,advertiser_name,ISSUE16
CR04554084322235121665,google_asr_text,ISSUE10
CR04555339689636134913,ad_text|advertiser_name,"ISSUE16,ISSUE32|ISSUE16"
CR04555422153008218113,advertiser_name|google_asr_text|aws_ocr_video_text,ISSUE16|ISSUE30|ISSUE30
CR04556150854339526657,aws_ocr_img_text,ISSUE10
CR04556267952327884801,aws_ocr_img_text,ISSUE10
CR04556585436310405121,ad_text|ad_title|advertiser_name,"ISSUE16|ISSUE12,ISSUE16,ISSUE32|ISSUE16"
CR04556686866258067457,advertiser_name|ad_text,"ISSUE22|ISSUE16,ISSUE62,ISSUE32"
CR04556904569560367105,ad_text|aws_ocr_img_text,ISSUE212|ISSUE212
CR04557690239337889793,advertiser_name,ISSUE16
CR04557840253955604481,ad_title,ISSUE22
CR04558839160269438977,advertiser_name|aws_ocr_img_text,ISSUE18|ISSUE215
CR04559221240560091137,google_asr_text|advertiser_name|aws_ocr_video_text,"ISSUE200|ISSUE18|ISSUE16,ISSUE200"
CR04559361978048446465,google_asr_text|aws_ocr_video_text,ISSUE212|ISSUE212
CR04560175616653000705,aws_ocr_video_text|google_asr_text,"ISSUE215,ISSUE16,ISSUE83|ISSUE215,ISSUE12,ISSUE83"
CR04560192109327417345,google_asr_text,"ISSUE18,ISSUE83"
CR04562243523146940417,aws_ocr_img_text,ISSUE18
CR04562330659443441665,aws_ocr_video_text|google_asr_text,"ISSUE30|ISSUE30,ISSUE40,ISSUE200"
CR04562421918908547073,aws_ocr_video_text,"ISSUE30,ISSUE12,ISSUE200"
CR04563223462885195777,aws_ocr_video_text|google_asr_text,ISSUE212|ISSUE212
CR04563796033565360129,ad_text|ad_title,ISSUE215|ISSUE215
CR04564072285861838849,aws_ocr_video_text|google_asr_text,ISSUE30|ISSUE30
CR04564092077071138817,advertiser_name,ISSUE16
CR04564206976036241409,advertiser_name,ISSUE18
CR04565031403598643201,advertiser_name,ISSUE18
CR04565339747890757633,aws_ocr_video_text|google_asr_text|advertiser_name,"ISSUE30,ISSUE200,ISSUE22|ISSUE22|ISSUE212,ISSUE12"
CR04565633592373280769,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200"
CR04566199840861585409,ad_text,"ISSUE209,ISSUE53"
CR04566893082942898177,aws_ocr_video_text|google_asr_text,"ISSUE91,ISSUE90|ISSUE40"
CR04568328495372959745,aws_ocr_video_text|google_asr_text,"ISSUE40|ISSUE40,ISSUE212"
CR04568366153646211073,ad_text|advertiser_name,"ISSUE215|ISSUE215,ISSUE16"
CR04568444768727597057,aws_ocr_video_text|google_asr_text,"ISSUE22|ISSUE22,ISSUE32"
CR04569886503349518337,aws_ocr_video_text|google_asr_text,"ISSUE40,ISSUE200,ISSUE45|ISSUE200,ISSUE45,ISSUE32"
CR04570171276861112321,aws_ocr_video_text|google_asr_text,"ISSUE30,ISSUE200,ISSUE45|ISSUE30,ISSUE200,ISSUE45"
