filename,transcript,stt_confidence
HOUSE_AR02_ESAFUND_CHAMPION,"Taxpayers have a champion in Congress French. He'll feel led the fight for the historic tax cuts that helped families across Arkansas. Put what about Joyce Elliott. She too radical for, Arkansas.",0.9237263798713684
HOUSE_AR02_HILL_CUT_TAXES,"I promise to cut taxes for Arkansas, families and small businesses, health insurance, while protecting those with pre-existing conditions. I promise to always have the back of law enforcement and strengthen Social Security and Medicare this message. Because I kept those promises and I will never stop working for you.",0.9354716539382935
HOUSE_AR02_HOUSEMAJPAC_DEVESTATING_CRISIS,"A devastating crisis, and families, corporate bailouts of corporate CEOs, to Richmond Hills, the worst of Washington House. Majority Pac is responsible for the content of this advertising.",0.8799425959587097
HOUSE_AR02_HOUSEMAJPAC_UPHILL_FIGHT,"It's been an uphill fight for these guys. Because in Washington Congressman Hill looks out for these guys Wall Street, Banks, insurance companies, even drug companies. Corporate special interests have given Hill, nearly three million dollars, and he votes their way. Giving billions in tax breaks to the big corporations while raising taxes on us and threatening Social Security, Congressman Hills for the special interest. Not us House. Majority. Pac is responsible for the content of the sea.",0.9460040330886841
HOUSE_AR02_WOMENVOTE_SECRET,"French hill for relief package, details of Corporations, got help to fight for themselves, people in shutting down and he forgot again when he voted to raise our taxes, but cut them for corporations own 1%. And since he's forgotten about us, Women Voters, responsible for the content of the sale.",0.9304308295249939
HOUSE_AR03_WILLIAMS_NURSE_AND_PROUD_ARKANSAN,"I approve this message or cans in because you get sick. Take our Public Health crisis, seriously, and make Healthcare affordable and I'll never vote to cut Social Security or Medicare. If you earn it, you keep it. It's time. Congress.",0.9472450613975525
HOUSE_AR04_HARTZLER_CHINA_LIED,"Long before China lied about the virus, Vicky Hartzler sponsored bills to bring us back to the US to China money. China, use to spy on us and steal our technology. Keep our family. Vicky Hartzler leads gets results.",0.9443134069442749
HOUSE_AR04_WESTERMAN_I_DISAGREE,"Future. Does foundations are stronger than our hardships? Dreams in America, in together. We can rebuild America starting right here in Ark. It's an honor to represent, Arkansas and I approve this message.",0.9380764365196228
HOUSE_CA04_CAMODERATES_TURNED_HIS_BACK,"40-year career politician. McClintock, it's turned his back on the votes against Social Security against Medicare. He opposes coverage for pre-existing conditions. He even voted against Aid to families and small businesses hit by covid clintock doesn't represent us. He turns his back on us again and again and again, it's time to turn our backs on Tom McClintock, California. Moderate voices is responsible for the content of the separate icing.",0.9569365978240967
HOUSE_CA04_KENNEDY_FIRES,The tire and inner streets and politicians. Fanning the Flames. I'm bringing Kennedy. I'm not a politician. I build a business to help workers get good jobs and communities like ours. I'm bring Kennedy and I approve this message because it's time to put the fires out.,0.9414531588554382
HOUSE_CA10_HARDER&DCCC_AZ_SIMMONS,He served two tours in Vietnam. I'm Josh harder and I approve this message for him.,0.9294059872627258
HOUSE_CA21_COX_DAVID_JOAN_MANNY,"I'm from Hanford, 6. As usual is different for us. Of water projects for the Central Valley, to help farmers. And TJ health workers hurt by the Coronavirus.",0.9415265321731567
HOUSE_CA21_COX&DCCC_AFTER_ALL_DONALD_HAS_DONE,"After all, Donald Trump trying to gut health coverage and cut, Social Security David valadao. So we can't go back is why we need TJ Cox building health clinics across the Central Valley working to lower healthcare costs and protect Social Security showing leadership in a crisis. TJ Cox putting people first in Cox and I approve this message because we've got to move forward together.",0.9638382792472839
HOUSE_CA21_COX&DCCC_CARLOS_ALCALA,They all look away when they let me go verdadeiro. TJ. TJ Cox.,0.8025097250938416
HOUSE_CA21_COX&DCCC_TACKLING_OUR_TOUGHEST_PROBLEMS,"40 Jaycox. It's about tackling our toughest problems. He's build health clinics across the Central Valley and then when the coronavirus drop TJ, Cox work, tirelessly to provide critical relief to our hospitals. It's why we can't go back to David valadao who sided with Donald Trump ninety-nine percent of the time. Even trying to cut our Healthcare and cost seniors more.",0.9510787725448608
HOUSE_CA21_DCCC_WE_TAKE_CARE_OF_EACH_OTHER,"Here in the valley, we take care of each other, but David valadao is out for himself every time for healthcare security and Medicare and even supported each time. We turn our back on him. DCCC is responsible for the content of this advertising.",0.948525607585907
HOUSE_CA21_HOUSEMAJPAC_HE_TRIED_TO_HIDE_IT,"He tries to hide it but it's all out in the Republican. David valadao voted with the time. Actually, it's the Lansing or Central Valley Meat. Republican David valadao.",0.9499611854553223
HOUSE_CA21_HOUSEMAJPAC_HE_TRIED_TO_HIDE_IT_SP,House Majority PAC.,0.9061082005500793
HOUSE_CA21_NRCC_ALL_ALONG_THE_WAY,"Millions in business, but her die along the way Cox cashed in owning a nursing home Cox defrauded investors, and he's corrupt.",0.9422290325164795
HOUSE_CA21_NRCC_WHAT_KIND_OF_MAN_SP,,NA
HOUSE_CA21_VALADAO_SCANDAL_AFTER_SCANDAL,"TJ Cox has embarrassed us with scandal after scandal with the unpaid taxes. The frost using his office for personal gains. There's a reason TJ Cox is ranked as the most corrupt member of Congress when it's time for a change. David valadao is on our side as one of the members of Congress, no matter who's in the white house. I'll put the Central Valley First. Improve our health care, and protect our water on David valadao. I approve this message.",0.964919924736023
HOUSE_CA23_MANGONE_AN_HONEST_PERSON_SP,Una Persona. Muy onesta.,0.8232918977737427
HOUSE_CA23_MCCARTHY_KNOW_WHAT_ITS_LIKE,"We've been through a lot over the past year. It's been tough. I know what it's like to own a small business to have a dream. That's why I fought for emergency relief to help small business owners and workers right here at home. And I'm focused on taking care of Frontline. Medical professionals Community Health, Hospital on Kevin McCarthy that proved this message because together we can keep our family safe and rebuild our economy.",0.9466416239738464
HOUSE_CA24_CALDWELL_PAC_MAN,I'm Andy Caldwell. I'm running for congress. And I approve this ad.,0.882523238658905
HOUSE_CA24_CALDWELL_THE_REAL_ISSUES,"Baby Caldwell was met with thousands of Voters talking about real issues and his agenda for congress economic recovery and jobs, school choice, affordable and reliable, electricity water for farms and families, reducing prescription, and premium costs, keeping our promises to seniors and Veterans, reducing the impact of the real reforms for the Central Coast. Pay for an authorized by Andy Caldwell for Congress.",0.9495859742164612
HOUSE_CA25_CLF_RUNNING_AGAIN,"Career politician, Christy Smith is running but her priorities are and then voted to increase her pay and with local crime, Rising Smith has even defended, cutting funding for police matter. Whose first congressional leadership fund is responsible.",0.9434490203857422
HOUSE_CA25_SMITH&DCCC_MY_MOM,"My mom wanted to build us a good life supporting three kids alone. She earned her degree at the same Community College, especially now Democrats families deserve a fordable health care and Paid Family. Leave during this crisis to rebuild our economy in California, and I approve this message.",0.9449511170387268
HOUSE_CA28_EARLY_DESTROY_AMERICA,"If you wanted to destroy America, what would you do? You start by lying to the American people to undermine the president? You be silent as Riders to you might even kneel before the mob this stops. Now, Adam schiff's lies. Interest, his silence undermined our safety and the rule of law lies in silence. That's a domestic violence. I'm Erica really. And I approve this message.",0.9483379125595093
HOUSE_CA28_EARLY_FOLLOWED_MY_DREAM,"I'm Eric early over 30 years ago. I followed my dreams to California. I worked in TV and film, raise the high-flying sun and a strong independent rock and roll daughter. The law firm. I build the people. I love are here. This is our home. But Decades of the same failed policies are destroying California. That's why I'm running for congress America early and I approve this message. It's time for change.",0.9443523287773132
HOUSE_CA28_EARLY_PEOPLE_FOLLOWED_THEIR_DREAMS,"Not that long ago, people follow their dreams to California with good jobs. Good neighborhoods, California used to be a dream come true, but now so many are leaving. We know, but we can't give up on California. We must save it. That's why I'm running for congress. I'm Eric early and I approve this message with hope hard work and the courage to think differently. We will rebuild the California Dream together.",0.9715880155563354
HOUSE_CA43_COLLINS_MANSION,"Do you know where I am right now? Maxine Waters at six million dollar mansion, you know where I'm not right now. Maxine Waters district and why doesn't want to live her own because she doesn't want to suffer the consequences of her own policy. How many little Latino? And black children has been abandoned by Maxine Waters. Has retired. Maxine Waters to hurt Mansion. I'm Joe Collins, and I'm the man to do it.",0.9574298858642578
HOUSE_CA43_WATERS_FIGHTING_FOR_JUSTICE_SP,Waters Motors.,0.8280417919158936
HOUSE_CA43_WATERS_SUPPORT_OF_HER_CONSTITUENTS,"Congresswoman Maxine Waters. Has the full support of her constituency includes employment preparation Center in Torrance. The Hawthorne Senior Center. This is congresswoman Maxine Waters, and I approve this message.",0.9323925375938416
HOUSE_CA48_HOUSEMAJPAC_A_STORY_OF_CORRUPTION,"It's a story of corruption and Scandal. Michelle Steele. What are top campaign officials were investigated for corruption? Do you voted to do from the anti-corruption office investigating them? When powerful donors tied to the Chinese government, we're looking for access to us leaders. Steele's, husband, and business partner. Help them, funnel hundreds of thousands of campaign, cash, Orange County's. Most corrupt politician House. Majority Pac is responsible for the content. This advertising.",0.9495724439620972
HOUSE_CA48_ROUDA_IN_THESE_HALLS,"In these Halls, you do what your party tells you to do, unless your Harley rouda Republicans on a plan to cut taxes on homeowners and to stop federal dollars from going to China, owns companies and he put 30 years of business, experience into a real plan to balance the budget to, it's called putting your country first. And that's what Congressman Harley. Rouda will always do.",0.9516214728355408
HOUSE_CA49_LEVIN_SHORT_SUPPLY,"Bipartisanship in Congress, but our Congressman, Mike Levin is bringing people together. He has introduced a bipartisan Bill to improve the lives of our veteran, including one with Republican leader Kevin McCarthy to help homeless and listening, finding common ground, making a different That's Mike Levin.",0.9554803371429443
HOUSE_CA50_CFEG_NO_ON_NAJJAR,"Yasser. Arafat personally ordered the murder of our ambassador Cleo. Noel, trees are a fat as a Palestinian hero, you decide, if you would trust them. Art. A jar with our military secrets are Effective Government.",0.938217282295227
HOUSE_CA50_ISSA_THE_ECONOMY_IS_AT_STAKE,"I'm Daryl. I said, I approve this message. This is Pelosi knows Marvel support. Her job killing. Income taxes on middle-class families to the car.",0.9000338315963745
HOUSE_CA51_HIDALGO_WORKING_TO_BE_YOUR_CONGRESSMAN,$20 for junior. And I were going to be and those that protect us. Deputy correctional officers. It's time to take care.,0.8645896911621094
HOUSE_CA52_DEBELLO_AB5,"California. Job-killing 85 is an economic disaster. Deserve better. Jim. Dibello is a successful business leader, and job Creator kill. Bring real solutions, that benefit all of us for us either. And as your Congressman, I'll be your voice in, Washington. I'm Jim develop and I approve this message.",0.9393092393875122
HOUSE_CA53_JACOBS_COME_TOGETHER,"Come together with each other up, work together to accomplish anything. It may not be what you want and what really matters for us. I'm sorry, Jacob.",0.9080882668495178
HOUSE_CO03_CFGACTION_FAR_LEFT_PROFESSOR,"When a far-left professor becomes a politician, this is what you get out of touch, tax razor, Diane mitsch, Bush Mitch, Bush sponsored a bill to raise Colorado, sales, tax 21%, 700 million per year, devastating blow, mom-and-pop, middle class. Everyone gets hit. She even boasted. There's something in here for everyone. Everyone pays. If Mitch Busch wins,",0.9553954005241394
HOUSE_CO03_CLF_FAR_LEFT_PROFESSOR,"When a far-left professor becomes a politician, this is what you get out of touch, tax razor, Diane mitsch, Bush Mitch, Bush sponsored a bill to raise Colorado, sales, tax 21%, 700 million per year, but devastating blow mom and top middle class. Everyone gets hit. She even boasted, there's something in here for everyone. Everyone pays. If Mitch Busch wins, Congressional leadership fund is responsible for the content.",0.9322018623352051
HOUSE_CO03_CLF_UNDETECTED,"With Diane mitsch. Bush criminal illegal immigrants. Could go undetected hiding behind Mitch bush in the sanctuary City. She's absolutely safe haven for illegals. Absolutely wrong. Like the fun, the police missed bushes, back by to fund the police extremist. That's who's behind Mitch? Bush's campaign. Dangerous. Extremist Sanctuary City liberals, like mitsch. Bush Congressional leadership fund.",0.9484586715698242
HOUSE_CO03_MITSCH-BUSH_TIRED_OF_COMPROMISE,"Tired of compromised thinks vaccines are called a bad thing and voting with your party. 94% of the time, isn't enough. That's Lauren, faulborn extreme part of the choice is clear independent L, Diane mitsch. Bush endorse by conservative The Pueblo Chieftain and The Denver Post saying, quote Bush will be leader. Diane will stand up to both parties because that's what Colorado needs. I'm Diane mitsch Bush and I approve this message.",0.9088814854621887
HOUSE_CO03_NRCC_TAX_LOVING_LIBERAL,"Is a text loving. Liberal who wants to raise taxes again, how do we know she's done it before? She was a driving force behind us. 13 billion dollar sales tax. Hike mitsch. Bush said heck yes to higher taxes and said, hell no it again. No way to Diane mitsch. Bush tax hikes is responsible for the content.",0.950115442276001
HOUSE_CO03_WOMENVOTE_QANON,"It lives in the darkest corners of the internet and Lauren boebert is a Believer qanon, conspiracy theory, save the world controlled by Oprah and everything that I've heard asked you, I hope that this is real terror threat is real. The real danger to Colorado.",0.9244841933250427
HOUSE_CT03_STREICKER_DIVIDE_US,"Politicians provide us with labels left, right conservative-liberal. I'm Margaret Striker and I approve this message because America isn't a one-size-fits-all label. And neither remind, health insurance, and sustainable, jobs are human rights. And everybody deserves, some Washington should stay out of our wallets and our bedrooms, all lives matter and defunding the police do. Wrong career politicians need labels to win, but America doesn't.",0.9661049842834473
HOUSE_CT03_STREICKER_DIVIDE_US_SP,Political some folk of America in Los Gatos.,0.6880725026130676
HOUSE_DC01_STRACUZZI_CIVIL_RIGHTS_LEGEND,"Holmes Norton is a legend in the Civil Rights Movement. We need a new vision. For our city has jacuzzi a true champion for Statehood and fair labor laws for the issues that matter to check social security. Okay, cast your ballot for stracuzzi for district delegate to Congress.",0.956921398639679
HOUSE_FL03_CAMMACK_HAD_NOTHING,"When you had nothing and you had everything taken away from you, come from a place of no fear. I know what it's like to pull yourself up by your bootstraps and graduated from the United States government way of life. Like she did for a row because cat won't quit cat came back for conference.",0.9464608430862427
HOUSE_FL14_QUINN_EVEN_FURTHER_LEFT,"Kathy Castor, razor, Texas. Christine Quinn's on our side fighting for us. Christine Quinn for congress, Christine Quinn. less government more jobs and more freedom, Christy for Congress.",0.8855293989181519
HOUSE_FL14_QUINN_FAMILY_OF_TEN,"I grew up in a family of 10. My father was an engineer to get done. Then a better get done, right? I've worked hard over the last 15 years to build my business and I want to help others to do the same thing right here by the school choice and Health Choice for their families and bodies as your elected Congress. I will fight for which rice, not, which convenience, I am, Christine Quinn and I approve this message.",0.9452880024909973
HOUSE_FL15_FRANKLIN&RPFL_RECALLED_TO_ACTIVE_DUTY,"I was recalled to active duty after 9/11 the morning. I deployed. I woke to find my little girl. Fast asleep. Just outside my bedroom door. I'm Scott Franklin. I flew combat missions under enemy fire, but that was my toughest day. Once again, our country is in crisis. Once again, I'm volunteering to serve. I'm Scott Franklin and I approve this message.",0.9421361088752747
HOUSE_FL15_WINGMAN_BACK_ON_TRACK,Make it harder on us. Dollars ratana me boots. Franklin for Congress.,0.9408062100410461
HOUSE_FL18_KEITH_ANXIETY,"He said, he doesn't see xiety and sending our fears of losing homes, or businesses, even acknowledge to nearly 1,000 covid, deaths in our district. And to this day, he refuses to wear mask. My name is Lieutenant Commander and I approve this ass because I will leave with honesty empathy, and pragmatism, because I see what's happening to us.",0.9179689884185791
HOUSE_FL24_KNEPPER_SUSPENDED_MY_CAMPAIGN_60,"Tom Howard Zephyr, and I approve this message. My name is our Network and I'm running for US Congress for Miami. Florida for it. Stretches from Miami. American Airlines are Florida, suspended, my campaign over 19, but we'll run again in 2022. And in our streets remain safe, I believe in protecting our veterans, I believe that Donald Trump is the right person to lead our country. I asked you to vote for Donald Trump and re-election. I believe as Donald Trump believes that, we have to make sure our businesses beaches bars. Remain open and there are restaurants remain open, but still have social distancing until we're Mass. Thank you.",0.9420263171195984
HOUSE_FL26_CLF_THE_BETTER_CHOICE,"The Congress mayor Jimenez, Florida and mucarsel-powell her lifestyle. Dangerously partisan.",0.8961267471313477
HOUSE_FL26_CLF_THE_BETTER_CHOICE_SP,Miami-Dade cat leukemia. Peligrosamente party pizza.,0.8878493905067444
HOUSE_FL26_GIMENEZ_ONLY_LOOK_OUT_FOR_THEMSELVES,"In Washington, they only look out for themselves. So they done for us, we increase funding for police and firefighters and I approve this message.",0.9198298454284668
HOUSE_FL26_HOUSEMAJPAC_CORRUPTION_SP,disappear to lo siento.,0.6469777822494507
HOUSE_FL26_HOUSEMAJPAC_JOHNNY,"When I got sick, I was more than afraid. So many things, going through your mind. So many different feelings. I was angry because our local government, drop the bombs. While people were sick and dying in a community in Dade County, shame on you.",0.9456623792648315
HOUSE_IL13_DCCC_COMED,"ComEd admitted to bribing a politician so they can make millions from comments. Parent company. Rodney Davis from the top Executives, but Davis has made millions and we paid. The price DCCC is responsible.",0.9483842253684998
HOUSE_FL26_LCVVF_MISTAKES_NEPOTISM_AND_CORRUPTION_SP,Disappear to know multiple commands.,0.6788465976715088
HOUSE_FL26_MUCARSEL-POWELL_ONLY_IN_AMERICA,"Opportunities only exist in America, as an immigrant from Ecuador. I understand that better than most. That's what I'm fighting to protect the opportunity to have health care that heals to work or start a business, in an economy that works for all of us. And I will never stop fighting to protect those opportunities for you. Because when you've gone from working in a donut shop to Congress, you know, what they're worth. I'm Debbie mucarsel-powell. And I approve this message.",0.9485485553741455
HOUSE_FL26_MUCARSEL-POWELL_ONLY_IN_AMERICA_SP,America in 2009.,0.360150009393692
HOUSE_FL26_MUCARSEL-POWELL&DCCC_AMERICAN_AIRLINES,"American Airlines will shrink by Queen who fought for loans to help South Florida. Small businesses, survive and unemployment assistance for us unemployment benefits. This choice is clear and I approve this message.",0.9434569478034973
HOUSE_FL26_MUCARSEL-POWELL&DCCC_AMERICAN_AIRLINES_SP,I guess if you guys can play.,0.7027395963668823
HOUSE_FL26_MUCARSEL-POWELL&DCCC_ONLY_IN_AMERICA,"Opportunities only exist in America, as I understand that better than most. That's what I'm fighting to protect the opportunity to have health care that heals to work or start a business, in an economy that works for all of us and I will never stop fighting to protect those opportunities for you. Because when you've gone from working in a donut shop on Congress, you know, what they're worth. I'm Debbie mucarsel-powell. And I approve this message.",0.9545415043830872
HOUSE_FL26_MUCARSEL-POWELL&DCCC_YOU_HAVE_A_CHOICE,"In the fight for Affordable Health Care, you have a choice, Debbie mucarsel-powell a Democrats. Vote to lower prescription medication prices, expand coverage of protections for people with pre-existing conditions and any drug company. Monopolies corrupt, Carlos Jimenez, health insurance for County employees. In the Republican coronavirus. The choice is clear and I have",0.9322222471237183
HOUSE_FL26_MUCARSEL-POWELL&DCCC_YOU_HAVE_A_CHOICE_SP,,NA
HOUSE_FL26_SFRF_PROVEN_LEADER,"Carlos Jimenez proven leader and Problem. Solver. He's been on the front lines during the pandemic providing tpe for our Healthcare Heroes saving jobs and rebuilding. Our economy has been leading the fight against sleeping socialism and he's been a champion for our environments, like him. Daddy, sea level rise. He's building a better South Florida, doing what's right for the people. He serves Carlos, Jimenez, other contract. The leader. We need South Florida, residents versus responsible for the content of this advertising.",0.9520469307899475
HOUSE_FL27_LFASA_CAREER_POLITICIAN,"Donna Shalala is a career politician, who only looks out for herself. Done. It cashed in on stock sale and didn't disclose it a violation of federal law. She even says she's a socialist. Maria Elvira Salazar, she's one of us a first-generation Cuban immigrants. Maria is a working mom, who's committed to stop? Socialism and expose government corruption. But Maria Elvira Salazar for congress leadership. For a strong. America is responsible for the content of this advertising.",0.9414714574813843
HOUSE_FL27_SALAZAR_THE_MIAMI_HERALD,"The Miami Herald found, Donna, Shalala broke the law to enrich herself, repeatedly, but Shalala isn't just kurupt. She's a socialist. Socialism is a stone cold killer, but shillelagh. Corrupt socialist. Socialist, I love being attacked. As being a socialist, is one in Congress.",0.9217100143432617
HOUSE_GA06_HANDEL_RESTAURANT,"Hello, how are y'all doing? Okay, it's been a crazy year control of our community for good that she's protecting us when you can I'm here and handle and I approve this message.",0.8724663257598877
HOUSE_GA06_MCBATH_BREAST_CANCER,"I have breast cancer twice and I've beaten it twice. I was lucky to have a good health care, but you don't remember that. I'm pushing a plan to got coverage but thousands of Jordans with pre-existing condition. I'm Lucy mcbath and I approve this message. I fought breast cancer. You can count on me to fight for your health.",0.9232869148254395
HOUSE_GA07_BOURDEAUX&DCCC_MISLED,"Text message, Donald Trump on the coronavirus. Donald Trump is trying to eliminate protections for pre-existing conditions. We need a second opinion doctor, Rich McCormick.",0.9385769367218018
HOUSE_GA07_EVERYTOWN&HOUSEMAJPAC_SIGNS_ARE_EVERYWHERE,"Signs are everywhere. Rich, McCormick is just wrong McCormick supports gutting protections for Georgians with pre-existing health. Conditions on covid-19 mask to says, no evidence of their effectiveness McCormick, even rejected covid. Death toll, something's wrong with Rich McCormick, dangerously wrong.",0.9326241612434387
HOUSE_IA01_FINKENAUER_GREW_UP_RIGHT_HERE,"I grew up right here in Iowa. You can make a good living and have a good life. I know folks are struggling now, but that drives me everyday for cross party lines and get things done. I'll never give up. Because for me, it's always about, Iowa.",0.9207817912101746
HOUSE_IA01_HOUSEMAJPAC_HOW_CAN_SHE_SAY_THAT,I don't think every American wants health insurance. How can I actually have some easy? One of the insurance companies that profited off her phone and betrayed our help. We can't let her speak for Iowa House. Majority PAC.,0.9079942107200623
HOUSE_IA02_HART_NEGATIVE_POLITICAL_ADS,"I made a heart, you know, negative partisan political ads. Never created a job or solved. The problem out. Here. We actually fix things. It's why I after the duration nobody asked about party. It was Republican and Democratic Neighbors coming together to help each other. I read a hard and I approve this message because I always work with both parties to make health care, more affordable to overcome this crisis and to get this economy back on track you bet you will.",0.9466741681098938
HOUSE_IA02_HOUSEMAJPAC_WHAT_YOU_DO,"If you're marrying that Miller makes it's what you do and the drug and insurance Industries, give her campaign cash. That's what they do to raise. The retirement age are putting big insurance companies first. It's what we let miller-meeks is always done House. Majority Pac is responsible for the content of this advertising.",0.9287858605384827
HOUSE_IA02_MILLER-MEEKS_THE_EXPERTS,"Rita Hart on the tough issues. again, listening So why is she attacking one from the military to the operating room to Leading the Department of Public Health? Dr. Marionette Miller meat has the experience to cut through the partisan bickering lead us. Out of this pandemic. Rebuild our economy and get Islands. Safely back to work.",0.9446836709976196
HOUSE_IA02_NRCC_FOR_ALL_SHE'S_DONE,"Call Rita Hearthstone to hurt Iowa. Nothing Compares for parties, for reducing wages higher, taxes on Lower incomes. And Iowa. Livestock, producers. Say heart would put Family Farms and risk Rita Hart puts everything in Richmond. Now, there's no time to come in. RCC is responsible for the content.",0.9356563091278076
HOUSE_IA03_AXNE_A_TOUGH_FEW_YEARS,"From natural disasters to the coronavirus. It's been a tough few years through Cindy axne has been there. Securing flood relief Aid, even when it met standing up to her party because she knows the promise of Iowa. We pull together and come out ahead. Now. She'll continue the fight to defeat the virus. Put people back to work and protect affordable care for everyone. I'm Cindy axne and I approve this message.",0.9658560752868652
HOUSE_IA03_YOUNG_FIGHTING_TO_RECOVER,"I was fighting to recover and rebuild, when we needed help, Cindy asked me, didn't even show up. Then took her orders from Nancy, Pelosi playing political games, and suffer more than ever. We need a member of Congress who works for us, Iowans are doing their part, but the politicians in Washington aren't getting the job done. I'll never forget, and it's time for Washington to work for us. I'm David Young. I approve this message and I'm asking for your vote.",0.9570205807685852
HOUSE_IA04_FEENSTRA_NEEDS_A_COMMON_SENSE_LEADER,"These are common-sense leader to restore. Our economy values are miles from Iowa in Congress, has job killing Green, New Deal. And I approve this message.",0.8397459983825684
HOUSE_IA04_SCHOLTEN_NOT_GONNA_LIE,"Unlike my opponent. I'm not going to lie to trick you to vote for me. The truth is Randy. Feenstra is taking money from Chinese own company. That's hurting our Farmers to taking money from pharmaceutical companies without drug prices Skyrocket, these privatized Medicaid that it's her, countless seniors, rural hospitals, and people with disabilities to show up district, and I'll show up for you in Washington. I'm JD scholten. And I approve this message.",0.9575087428092957
HOUSE_IL13_CLF_THE_GOODNESS_OF_HIS_HEART,Congressional leadership fund.,0.6939873695373535
HOUSE_IL13_DAVIS_ANOTHER_LIE,Attacking Rodney Davis on PPP loan. It's another machine politician Betsy laundry in the media says that man. Never applied for a loan to the story. To sue me or Rodney's family a medical machine. Politician is dishonest and corrupt. The truth. Rodney PPP program. Thanks Ronnie for saving our small business.,0.9165093898773193
HOUSE_IL13_DAVIS_MAIN_STREET,"Main streets in Illinois. Represent the very best of America in Washington and Springfield. She's part of the Madigan machine and Corruption to Washington to lower healthcare costs for those with pre-existing conditions, strengthen our small businesses. I approve this message and I'd appreciate your vote.",0.9266155362129211
HOUSE_IL13_HOUSEMAJPAC_THE_CLASSIC_MOVE,"Facebook. Classic politician that claimed his fault in a year, not you.",0.8967437744140625
HOUSE_IL13_LONDRIGAN_AFTER_ALL_THE_ATTACKS,I'm Betsy londrigan. And I approve this message after you deserve to know the truth independent. Fact-checkers. Say Rodney Davis is attacks against Betsy. Londrigan just aren't true. That claim is false. Claim is false. The truth. Mike Madigan is not funding lundrigans campaign. Davis is also lying about his record on Healthcare. Davis voted 11 times to repeal the Affordable Care Act with no replacement. We can't trust Rodney Davis.,0.966199517250061
HOUSE_IL14_OBERWEIS_CONDEMN_RIOTING,"Approve, this message was twice respect to rioting and looting. You know, I think that we have seen many instances, a beautiful protest against anyone who enabled vote against Lauren Underwood.",0.9101031422615051
HOUSE_IL14_OBERWEIS_RIOTING_AND_LOOTING,Call Kim in Congress.,0.721869170665741
